Pain in Upper Limb,test,Magnetic Resonance Imaging
Pain in Upper Limb,test,Electromyography
Edema of the Upper Extremity,is-a,Edema
Edema of the Upper Extremity,may-cause,Lymphedema
Edema of the Upper Extremity,may-cause,Deep Vein Thrombosis
Edema of the Upper Extremity,symptom,Swelling
Edema of the Upper Extremity,symptom,Pain
Edema of the Upper Extremity,treatment,Compression Therapy
Edema of the Upper Extremity,treatment,Diuretics
Edema of the Upper Extremity,treatment,Elevation of the Affected Limb
Edema of the Upper Extremity,test,Doppler Ultrasound
Edema of the Upper Extremity,test,Magnetic Resonance Imaging
Edema of the Upper Extremity,test,Computed Tomography
Edema of Hand,is-a,Edema
Edema of Hand,may-cause,Swelling
Edema of Hand,may-cause,Pain
Edema of Hand,may-cause,Stiffness
Edema of Hand,symptom,Swelling
Edema of Hand,symptom,Pain
Edema of Hand,symptom,Stiffness
Edema of Hand,treatment,Elevation of Hand
Edema of Hand,treatment,Compression Therapy
Edema of Hand,treatment,Diuretics
Edema of Hand,test,X-Ray
Edema of Hand,test,Ultrasound
Edema of Hand,test,Magnetic Resonance Imaging
Inguinal Pain,is-a,Pain
Inguinal Pain,location,Inguinal Region
Inguinal Pain,may-be-caused-by,Hernia
Inguinal Pain,may-be-caused-by,Testicular Torsion
Inguinal Pain,may-be-caused-by,Lymphadenopathy
Inguinal Pain,symptom,Pain
Inguinal Pain,treatment,Pain Management
Inguinal Pain,treatment,Surgery
Inguinal Pain,test,Physical Examination
Inguinal Pain,test,Ultrasound
Inguinal Pain,test,Computed Tomography
Inguinal Pain,test,Magnetic Resonance Imaging
Edema of Lower Extremity,is-a,Edema
Edema of Lower Extremity,may-cause,Venous Insufficiency
Edema of Lower Extremity,may-cause,Lymphedema
Edema of Lower Extremity,symptom,Swelling
Edema of Lower Extremity,symptom,Pain
Edema of Lower Extremity,symptom,Skin Changes
Edema of Lower Extremity,treatment,Compression Therapy
Edema of Lower Extremity,treatment,Diuretics
Edema of Lower Extremity,treatment,Elevation of Legs
Edema of Lower Extremity,test,Doppler Ultrasound
Edema of Lower Extremity,test,Venography
Edema of Lower Extremity,test,Lymphoscintigraphy
Acute Chest Pain,is-a,Symptom
Acute Chest Pain,may-cause,Myocardial Infarction
Acute Chest Pain,may-cause,Angina Pectoris
Acute Chest Pain,may-cause,Pulmonary Embolism
Acute Chest Pain,may-cause,Aortic Dissection
Acute Chest Pain,may-cause,Pericarditis
Acute Chest Pain,treatment,Nitroglycerin
Acute Chest Pain,treatment,Aspirin
Acute Chest Pain,treatment,Oxygen Therapy
Acute Chest Pain,treatment,Morphine
Acute Chest Pain,test,Electrocardiogram
Acute Chest Pain,test,Cardiac Enzyme Tests
Acute Chest Pain,test,Chest X-Ray
Acute Chest Pain,test,Computed Tomography
Acute Chest Pain,test,Pulmonary Angiography
Chest Wall Pain,is-a,Pain
Chest Wall Pain,may-cause,Costochondritis
Chest Wall Pain,may-cause,Rib Fractures
Chest Wall Pain,may-cause,Muscle Strain
Chest Wall Pain,symptom,Pain
Chest Wall Pain,treatment,Analgesics
Chest Wall Pain,treatment,Nonsteroidal Anti-inflammatory Drugs
Chest Wall Pain,treatment,Muscle Relaxants
Chest Wall Pain,test,Chest X-Ray
Chest Wall Pain,test,Computed Tomography
Chest Wall Pain,test,Magnetic Resonance Imaging
Chest Wall Pain,test,Electrocardiogram
Chest Wall Pain,test,Ultrasound
Atypical Chest Pain,is-a,Chest Pain
Atypical Chest Pain,may-cause,Anxiety
Atypical Chest Pain,may-cause,Depression
Atypical Chest Pain,may-cause,Gastroesophageal Reflux Disease
Atypical Chest Pain,may-cause,Musculoskeletal Pain
Atypical Chest Pain,symptom,Chest Pain
Atypical Chest Pain,symptom,Shortness of Breath
Atypical Chest Pain,symptom,Nausea
Atypical Chest Pain,symptom,Fatigue
Atypical Chest Pain,treatment,Analgesics
Atypical Chest Pain,treatment,Anxiolytics
Atypical Chest Pain,treatment,Antidepressants
Atypical Chest Pain,treatment,Proton Pump Inhibitors
Atypical Chest Pain,test,Electrocardiogram
Atypical Chest Pain,test,Chest X-Ray
Atypical Chest Pain,test,Echocardiogram
Atypical Chest Pain,test,Esophageal Manometry
Atypical Chest Pain,test,Upper Endoscopy
Painful Mouth,is-a,Mouth Disease
Painful Mouth,may-cause,Oral Ulcer
Painful Mouth,may-cause,Gingivitis
Painful Mouth,may-cause,Stomatitis
Painful Mouth,may-cause,Toothache
Painful Mouth,symptom,Pain
Painful Mouth,symptom,Burning Sensation
Painful Mouth,symptom,Dry Mouth
Painful Mouth,treatment,Analgesics
Painful Mouth,treatment,Topical Anesthetics
Painful Mouth,treatment,Antimicrobial Mouthwashes
Painful Mouth,treatment,Corticosteroids
Painful Mouth,test,Oral Examination
Painful Mouth,test,Biopsy
Painful Mouth,test,Culture
Painful Mouth,test,Blood Tests
Painful Mouth,test,Imaging Tests
Throat Congestion,is-a,Respiratory System Disorder
Throat Congestion,symptom,Sore Throat
Throat Congestion,symptom,Difficulty Swallowing
Throat Congestion,symptom,Hoarseness
Throat Congestion,treatment,Decongestants
Throat Congestion,treatment,Antihistamines
Throat Congestion,treatment,Analgesics
Throat Congestion,test,Throat Culture
Throat Congestion,test,Rapid Strep Test
Renal Angle Tenderness,is-a,Symptom
Renal Angle Tenderness,location,Flank
Renal Angle Tenderness,may-indicate,Pyelonephritis
Renal Angle Tenderness,may-indicate,Renal Calculus
Renal Angle Tenderness,may-indicate,Renal Infarction
Renal Angle Tenderness,may-indicate,Renal Trauma
Renal Angle Tenderness,may-indicate,Renal Abscess
Renal Angle Tenderness,test,Abdominal Examination
Renal Angle Tenderness,test,Urinalysis
Renal Angle Tenderness,test,Renal Imaging
Renal Angle Tenderness,test,Blood Tests
Vitamin B,is-a,Nutritional Deficiency
Vitamin B,may-cause,Anemia
Vitamin B,may-cause,Peripheral Neuropathy
Vitamin B,may-cause,Dermatitis
Vitamin B,may-cause,Glossitis
Vitamin B,may-cause,Confusion
Vitamin B,symptom,Anemia
Vitamin B,symptom,Peripheral Neuropathy
Vitamin B,symptom,Dermatitis
Vitamin B,symptom,Glossitis
Vitamin B,symptom,Confusion
Vitamin B,treatment,Vitamin B12 Supplementation
Vitamin B,treatment,Folic Acid Supplementation
Vitamin B,treatment,Thiamine Supplementation
Vitamin B,treatment,Pyridoxine Supplementation
Vitamin B,test,Serum Vitamin B12 Level
Vitamin B,test,Serum Folate Level
Vitamin B,test,Schilling Test
Vitamin B,test,Methylmalonic Acid Level
Vitamin B,test,Homocysteine Level
Dysconjugate Gaze,is-a,Eye Movement Disorder
Dysconjugate Gaze,may-cause,Diplopia
Dysconjugate Gaze,may-cause,Nystagmus
Dysconjugate Gaze,symptom,Diplopia
Dysconjugate Gaze,symptom,Nystagmus
Dysconjugate Gaze,treatment,Eye Patching
Dysconjugate Gaze,treatment,Prism Glasses
Dysconjugate Gaze,treatment,Botulinum Toxin
Dysconjugate Gaze,test,Ocular Motility Examination
Dysconjugate Gaze,test,Visual Acuity Test
Dysconjugate Gaze,test,Magnetic Resonance Imaging
Dysconjugate Gaze,test,Electrooculography
Rolling of Eyes,is-a,Symptom
Rolling of Eyes,may-indicate,Seizure
Rolling of Eyes,may-indicate,Dystonia
Rolling of Eyes,may-indicate,Tourette Syndrome
Rolling of Eyes,may-indicate,Oculogyric Crisis
Rolling of Eyes,may-indicate,Parkinson's Disease
Rolling of Eyes,may-indicate,Encephalitis
Rolling of Eyes,may-indicate,Brain Injury
Rolling of Eyes,treatment,Antiepileptic Drugs
Rolling of Eyes,treatment,Botulinum Toxin
Rolling of Eyes,treatment,Psychotherapy
Rolling of Eyes,test,Electroencephalogram
Rolling of Eyes,test,Magnetic Resonance Imaging
Rolling of Eyes,test,Computed Tomography
Rolling of Eyes,test,Blood Tests
Fixed Dilatation of Pupil,is-a,Eye Disorder
Fixed Dilatation of Pupil,may-cause,Trauma
Fixed Dilatation of Pupil,may-cause,Brain Injury
Fixed Dilatation of Pupil,may-cause,Intracranial Hemorrhage
Fixed Dilatation of Pupil,symptom,Dilated Pupil
Fixed Dilatation of Pupil,symptom,Decreased Vision
Fixed Dilatation of Pupil,symptom,Headache
Fixed Dilatation of Pupil,treatment,Surgery
Fixed Dilatation of Pupil,treatment,Medications
Fixed Dilatation of Pupil,test,Eye Examination
Fixed Dilatation of Pupil,test,Neurological Examination
Fixed Dilatation of Pupil,test,Computed Tomography
Fixed Dilatation of Pupil,test,Magnetic Resonance Imaging
Fixed Dilatation of Pupil,test,Pupillary Reflex Test
Incompetence of any valvular structure,is-a,Cardiovascular Disorder
Incompetence of any valvular structure,may-cause,Heart Failure
Incompetence of any valvular structure,may-cause,Pulmonary Edema
Incompetence of any valvular structure,may-cause,Arrhythmia
Incompetence of any valvular structure,symptom,Shortness of Breath
Incompetence of any valvular structure,symptom,Chest Pain
Incompetence of any valvular structure,symptom,Fatigue
Incompetence of any valvular structure,treatment,Valve Replacement
Incompetence of any valvular structure,treatment,Medications
Incompetence of any valvular structure,test,Echocardiogram
Incompetence of any valvular structure,test,Electrocardiogram
Incompetence of any valvular structure,test,Cardiac Catheterization
Incompetence of any valvular structure,test,Chest X-Ray
Incompetence of any valvular structure,test,Magnetic Resonance Imaging
Accessory Spleen,is-a,Congenital Abnormality
Accessory Spleen,location,Near Spleen
Accessory Spleen,symptom,Asymptomatic
Accessory Spleen,treatment,None
Accessory Spleen,test,Computed Tomography
Accessory Spleen,test,Magnetic Resonance Imaging
Accessory Spleen,test,Ultrasound
Sodium Measurement (Serum),is-a,Laboratory Test
Sodium Measurement (Serum),method-of,Blood Test
Sodium Measurement (Serum),used-for,Hyponatremia
Sodium Measurement (Serum),used-for,Dehydration
Sodium Measurement (Serum),used-for,Congestive Heart Failure
Sodium Measurement (Serum),used-for,Kidney Disease
Sodium Measurement (Serum),used-for,Liver Disease
Sodium Measurement (Serum),used-for,Adrenal Insufficiency
Thyrotropin Releasing Factor,is-a,Peptide Hormone
Thyrotropin Releasing Factor,may-cause,Thyroid-Stimulating Hormone Release
Thyrotropin Releasing Factor,may-cause,Prolactin Release
Thyrotropin Releasing Factor,may-cause,Growth Hormone Release
Thyrotropin Releasing Factor,may-cause,Adrenocorticotropic Hormone Release
Thyrotropin Releasing Factor,symptom,Increased Thyroid-Stimulating Hormone
Thyrotropin Releasing Factor,symptom,Increased Prolactin
Thyrotropin Releasing Factor,symptom,Increased Growth Hormone
Thyrotropin Releasing Factor,symptom,Increased Adrenocorticotropic Hormone
Thyrotropin Releasing Factor,treatment,Protirelin
Thyrotropin Releasing Factor,treatment,Gonadorelin
Thyrotropin Releasing Factor,treatment,Somatostatin
Thyrotropin Releasing Factor,test,Thyroid-Stimulating Hormone Test
Thyrotropin Releasing Factor,test,Prolactin Test
Thyrotropin Releasing Factor,test,Growth Hormone Test
Thyrotropin Releasing Factor,test,Adrenocorticotropic Hormone Test
Ultrasonography of Liver,is-a,Diagnostic Imaging Procedure
Ultrasonography of Liver,site,Liver
Ultrasonography of Liver,method,Ultrasonography
Ultrasonography of Liver,may-diagnose,Hepatic Steatosis
Ultrasonography of Liver,may-diagnose,Hepatic Mass
Ultrasonography of Liver,may-diagnose,Hepatic Hemangioma
Ultrasonography of Liver,may-diagnose,Hepatic Cysts
Ultrasonography of Liver,may-diagnose,Hepatic Abscess
Ultrasonography of Liver,may-diagnose,Biliary Obstruction
Ultrasonography of Liver,may-diagnose,Portal Hypertension
Ultrasonography of Liver,may-diagnose,Liver Cirrhosis
Ultrasonography of Liver,may-diagnose,Liver Fibrosis
Ultrasonography of Liver,may-diagnose,Liver Abscess
Ultrasonography of Liver,may-diagnose,Liver Metastasis
Ultrasonography of Liver,may-diagnose,Liver Lesion
Ultrasonography of Liver,may-diagnose,Fatty Liver
Ultrasonography of Liver,may-diagnose,Liver Hemorrhage
Ultrasonography of Liver,may-diagnose,Liver Trauma
Ultrasonography of Liver,may-diagnose,Liver Enlargement
Ultrasonography of Liver,may-diagnose,Liver Inflammation
Ultrasonography of Liver,may-diagnose,Liver Necrosis
Ultrasonography of Liver,may-diagnose,Liver Rupture
Ultrasonography of Liver,may-diagnose,Liver Swelling
Ultrasonography of Liver,may-diagnose,Liver Tumor
Ultrasonography of Liver,may-diagnose,Liver Dysfunction
Ultrasonography of Liver,may-diagnose,Liver Disease
Electrolyte Imbalance,is-a,Metabolic Disorder
Electrolyte Imbalance,may-cause,Dehydration
Electrolyte Imbalance,may-cause,Cardiac Arrhythmia
Electrolyte Imbalance,may-cause,Seizures
Electrolyte Imbalance,may-cause,Muscle Weakness
Electrolyte Imbalance,symptom,Fatigue
Electrolyte Imbalance,symptom,Nausea
Electrolyte Imbalance,symptom,Vomiting
Electrolyte Imbalance,symptom,Confusion
Electrolyte Imbalance,symptom,Headache
Electrolyte Imbalance,treatment,Oral Rehydration Therapy
Electrolyte Imbalance,treatment,Intravenous Fluid Therapy
Electrolyte Imbalance,treatment,Electrolyte Replacement Therapy
Electrolyte Imbalance,test,Electrolyte Panel
Electrolyte Imbalance,test,Urinalysis
Electrolyte Imbalance,test,Blood Tests
Electrolyte Imbalance,test,ECG
Electrolyte Imbalance,test,Imaging Tests
Disorder of Maxillary Sinus,is-a,Disorder of Paranasal Sinus
Disorder of Maxillary Sinus,may-cause,Facial Pain
Disorder of Maxillary Sinus,may-cause,Headache
Disorder of Maxillary Sinus,may-cause,Nasal Congestion
Disorder of Maxillary Sinus,may-cause,Postnasal Drip
Disorder of Maxillary Sinus,symptom,Facial Pain
Disorder of Maxillary Sinus,symptom,Headache
Disorder of Maxillary Sinus,symptom,Nasal Congestion
Disorder of Maxillary Sinus,symptom,Postnasal Drip
Disorder of Maxillary Sinus,treatment,Decongestants
Disorder of Maxillary Sinus,treatment,Nasal Irrigation
Disorder of Maxillary Sinus,treatment,Antibiotics
Disorder of Maxillary Sinus,treatment,Surgery
Disorder of Maxillary Sinus,test,X-Ray
Disorder of Maxillary Sinus,test,Computed Tomography
Disorder of Maxillary Sinus,test,Magnetic Resonance Imaging
Disorder of Maxillary Sinus,test,Nasal Endoscopy
Pain in Lower Limb,is-a,Pain
Pain in Lower Limb,location-of,Lower Limb
Pain in Lower Limb,may-cause,Limb Weakness
Pain in Lower Limb,may-cause,Swelling of Limb
Pain in Lower Limb,may-cause,Numbness of Limb
Pain in Lower Limb,symptom,Pain
Pain in Lower Limb,treatment,Analgesics
Pain in Lower Limb,treatment,Physical Therapy
Pain in Lower Limb,treatment,Surgery
Pain in Lower Limb,test,X-Ray
Pain in Lower Limb,test,Magnetic Resonance Imaging
Pain in Lower Limb,test,Computed Tomography
Multifocal Premature Ventricular Complexes,is-a,Cardiac Arrhythmia
Multifocal Premature Ventricular Complexes,symptom,Palpitations
Multifocal Premature Ventricular Complexes,symptom,Chest Pain
Multifocal Premature Ventricular Complexes,symptom,Shortness of Breath
Multifocal Premature Ventricular Complexes,treatment,Beta Blockers
Multifocal Premature Ventricular Complexes,treatment,Calcium Channel Blockers
Multifocal Premature Ventricular Complexes,treatment,Antiarrhythmic Agents
Multifocal Premature Ventricular Complexes,test,Electrocardiogram
Multifocal Premature Ventricular Complexes,test,Holter Monitor
Multifocal Premature Ventricular Complexes,test,Echocardiogram
Multifocal Premature Ventricular Complexes,test,Cardiac MRI
Multifocal Premature Ventricular Complexes,test,Electrophysiology Study
Acute Congestive Heart Failure,is-a,Cardiovascular Disorder
Acute Congestive Heart Failure,may-cause,Dyspnea
Acute Congestive Heart Failure,may-cause,Edema
Acute Congestive Heart Failure,may-cause,Fatigue
Acute Congestive Heart Failure,may-cause,Orthopnea
Acute Congestive Heart Failure,may-cause,Paroxysmal Nocturnal Dyspnea
Acute Congestive Heart Failure,symptom,Dyspnea
Acute Congestive Heart Failure,symptom,Edema
Acute Congestive Heart Failure,symptom,Fatigue
Acute Congestive Heart Failure,symptom,Orthopnea
Acute Congestive Heart Failure,symptom,Paroxysmal Nocturnal Dyspnea
Acute Congestive Heart Failure,treatment,Diuretics
Acute Congestive Heart Failure,treatment,Vasodilators
Acute Congestive Heart Failure,treatment,Inotropes
Acute Congestive Heart Failure,treatment,Oxygen Therapy
Acute Congestive Heart Failure,test,Echocardiogram
Acute Congestive Heart Failure,test,Chest X-Ray
Acute Congestive Heart Failure,test,Electrocardiogram
Acute Congestive Heart Failure,test,Brain Natriuretic Peptide
Acute Congestive Heart Failure,test,Cardiac Catheterization
Hypoxemic Respiratory Failure,is-a,Respiratory Insufficiency
Hypoxemic Respiratory Failure,may-cause,Hypoxia
Hypoxemic Respiratory Failure,may-cause,Cyanosis
Hypoxemic Respiratory Failure,may-cause,Shortness of Breath
Hypoxemic Respiratory Failure,may-cause,Confusion
Hypoxemic Respiratory Failure,symptom,Hypoxia
Hypoxemic Respiratory Failure,symptom,Cyanosis
Hypoxemic Respiratory Failure,symptom,Shortness of Breath
Hypoxemic Respiratory Failure,symptom,Confusion
Hypoxemic Respiratory Failure,treatment,Oxygen Therapy
Hypoxemic Respiratory Failure,treatment,Mechanical Ventilation
Hypoxemic Respiratory Failure,treatment,Positive End-Expiratory Pressure
Hypoxemic Respiratory Failure,treatment,Continuous Positive Airway Pressure
Hypoxemic Respiratory Failure,test,Arterial Blood Gas Test
Hypoxemic Respiratory Failure,test,Chest X-Ray
Hypoxemic Respiratory Failure,test,Computed Tomography
Hypoxemic Respiratory Failure,test,Pulmonary Function Tests
Hypoxemic Respiratory Failure,test,Bronchoscopy
Oral Lesion,is-a,Mouth Disorder
Oral Lesion,may-cause,Pain
Oral Lesion,may-cause,Swelling
Oral Lesion,may-cause,Ulcer
Oral Lesion,may-cause,Bleeding
Oral Lesion,symptom,Pain
Oral Lesion,symptom,Swelling
Oral Lesion,symptom,Ulcer
Oral Lesion,symptom,Bleeding
Oral Lesion,treatment,Topical Analgesics
Oral Lesion,treatment,Antimicrobial Mouthwashes
Oral Lesion,treatment,Topical Corticosteroids
Oral Lesion,treatment,Systemic Antibiotics
Oral Lesion,test,Biopsy
Oral Lesion,test,Culture and Sensitivity
Oral Lesion,test,Blood Tests
Oral Lesion,test,Imaging Studies
Oral Lesion,test,Salivary Flow Rate
Benign Hypertension,is-a,Cardiovascular Disorder
Benign Hypertension,may-cause,End-Organ Damage
Benign Hypertension,may-cause,Kidney Failure
Benign Hypertension,may-cause,Stroke
Benign Hypertension,may-cause,Heart Failure
Benign Hypertension,may-cause,Vision Loss
Benign Hypertension,symptom,Headache
Benign Hypertension,symptom,Dyspnea
Benign Hypertension,treatment,Antihypertensive Therapy
Benign Hypertension,treatment,Diuretics
Benign Hypertension,treatment,Calcium Channel Blockers
Benign Hypertension,treatment,Beta Blockers
Benign Hypertension,test,Blood Pressure Measurement
Benign Hypertension,test,Electrocardiogram
Benign Hypertension,test,Echocardiogram
Benign Hypertension,test,Renal Function Tests
Benign Hypertension,test,Lipid Panel
Irritable Bowel Syndrome,is-a,Gastrointestinal Disorder
Irritable Bowel Syndrome,may-cause,Abdominal Pain
Irritable Bowel Syndrome,may-cause,Diarrhea
Irritable Bowel Syndrome,may-cause,Constipation
Irritable Bowel Syndrome,may-cause,Bloating
Irritable Bowel Syndrome,symptom,Abdominal Pain
Irritable Bowel Syndrome,symptom,Diarrhea
Irritable Bowel Syndrome,symptom,Constipation
Irritable Bowel Syndrome,symptom,Bloating
Irritable Bowel Syndrome,treatment,Antispasmodics
Irritable Bowel Syndrome,treatment,Laxatives
Irritable Bowel Syndrome,treatment,Probiotics
Irritable Bowel Syndrome,treatment,Cognitive Behavioral Therapy
Irritable Bowel Syndrome,test,Stool Test
Irritable Bowel Syndrome,test,Colonoscopy
Irritable Bowel Syndrome,test,Sigmoidoscopy
Irritable Bowel Syndrome,test,Breath Test
Irritable Bowel Syndrome,test,Blood Test
Acquired Dilation of Bile Duct,is-a,Biliary Tract Disorder
Acquired Dilation of Bile Duct,may-cause,Jaundice
Acquired Dilation of Bile Duct,may-cause,Abdominal Pain
Acquired Dilation of Bile Duct,may-cause,Nausea
Acquired Dilation of Bile Duct,may-cause,Vomiting
Acquired Dilation of Bile Duct,symptom,Jaundice
Acquired Dilation of Bile Duct,symptom,Abdominal Pain
Acquired Dilation of Bile Duct,symptom,Nausea
Acquired Dilation of Bile Duct,symptom,Vomiting
Acquired Dilation of Bile Duct,treatment,Endoscopic Retrograde Cholangiopancreatography
Acquired Dilation of Bile Duct,treatment,Biliary Stenting
Acquired Dilation of Bile Duct,treatment,Surgery
Acquired Dilation of Bile Duct,test,Abdominal Ultrasound
Acquired Dilation of Bile Duct,test,Magnetic Resonance Cholangiopancreatography
Acquired Dilation of Bile Duct,test,Endoscopic Ultrasound
Acquired Dilation of Bile Duct,test,Computed Tomography
Acquired Dilation of Bile Duct,test,Liver Function Tests
Quetiapine Fumarate,is-a,Antipsychotic Agent
Quetiapine Fumarate,may-treat,Schizophrenia
Quetiapine Fumarate,may-treat,Bipolar Disorder
Quetiapine Fumarate,may-treat,Major Depressive Disorder
Quetiapine Fumarate,may-treat,Generalized Anxiety Disorder
Quetiapine Fumarate,may-treat,Post-Traumatic Stress Disorder
Quetiapine Fumarate,side-effect,Somnolence
Quetiapine Fumarate,side-effect,Dizziness
Quetiapine Fumarate,side-effect,Weight Gain
Quetiapine Fumarate,side-effect,Hyperglycemia
Quetiapine Fumarate,side-effect,Extrapyramidal Symptoms
Quetiapine Fumarate,contraindication,Dementia
Quetiapine Fumarate,contraindication,QT Prolongation
Quetiapine Fumarate,contraindication,Hypersensitivity
Quetiapine Fumarate,administration-route,Oral Route
Quetiapine Fumarate,has-dose-form,Tablet
Quetiapine Fumarate,has-active-ingredient,Quetiapine
Ondansetron Hydrochloride,is-a,Antiemetic Agent
Ondansetron Hydrochloride,may-treat,Nausea
Ondansetron Hydrochloride,may-treat,Vomiting
Ondansetron Hydrochloride,may-treat,Chemotherapy-Induced Nausea and Vomiting
Ondansetron Hydrochloride,may-treat,Postoperative Nausea and Vomiting
Ondansetron Hydrochloride,may-treat,Radiation-Induced Nausea and Vomiting
Ondansetron Hydrochloride,may-treat,Gastroenteritis
Ondansetron Hydrochloride,may-treat,Motion Sickness
Ondansetron Hydrochloride,may-treat,Hyperemesis Gravidarum
Ondansetron Hydrochloride,may-treat,Migraine with Aura
Ondansetron Hydrochloride,may-treat,Pruritus
Ondansetron Hydrochloride,may-treat,Alcohol Withdrawal Delirium
Ondansetron Hydrochloride,may-treat,Opioid Withdrawal
Ondansetron Hydrochloride,may-treat,Anxiety
Ondansetron Hydrochloride,may-treat,Depression
Ondansetron Hydrochloride,may-treat,Schizophrenia
Ondansetron Hydrochloride,may-treat,Obsessive-Compulsive Disorder
Ondansetron Hydrochloride,may-treat,Bipolar Disorder
Ondansetron Hydrochloride,may-treat,Tourette Syndrome
Ondansetron Hydrochloride,may-treat,Autism Spectrum Disorder
Ondansetron Hydrochloride,may-treat,Prader-Willi Syndrome
Ondansetron Hydrochloride,may-treat,Anorexia Nervosa
Ondansetron Hydrochloride,may-treat,Bulimia Nervosa
Ondansetron Hydrochloride,may-treat,Gastroparesis
Ondansetron Hydrochloride,may-treat,Irritable Bowel Syndrome
Ondansetron Hydrochloride,may-treat,Inflammatory Bowel Diseases
Ondansetron Hydrochloride,may-treat,Functional Dyspepsia
Ondansetron Hydrochloride,may-treat,Cyclic Vomiting Syndrome
Ondansetron Hydrochloride,may-treat,Meniere Disease
Ondansetron Hydrochloride,may-treat,Vestibular Neuronitis
Ondansetron Hydrochloride,may-treat,Labyrinthitis
Ondansetron Hydrochloride,may-treat,Acute Mountain Sickness
Ondansetron Hydrochloride,may-treat,Altitude Sickness
Ondansetron Hydrochloride,may-treat,Seasickness
Ondansetron Hydrochloride,may-treat,Space Motion Sickness
Ondansetron Hydrochloride,may-treat,Ondine Curse
Ondansetron Hydrochloride,may-treat,Hiccups
Ondansetron Hydrochloride,may-treat,Prune Belly Syndrome
Ondansetron Hydrochloride,may-treat,Cerebral Palsy
Ondansetron Hydrochloride,may-treat,Multiple Sclerosis
Ondansetron Hydrochloride,may-treat,Amyotrophic Lateral Sclerosis
Ondansetron Hydrochloride,may-treat,Parkinson Disease
Ondansetron Hydrochloride,may-treat,Huntington Disease
Ondansetron Hydrochloride,may-treat,Dementia
Ondansetron Hydrochloride,may-treat,Delirium
Ondansetron Hydrochloride,may-treat,Schizoaffective Disorder
Ondansetron Hydrochloride,may-treat,Borderline Personality Disorder
